model,threshold_mode,jitter,poison_ratio,fidelity_median,n_seeds,delta_fpr,delta_fpr_sd,delta_tpr,delta_tpr_sd,sigma_control_fpr,sigma_control_tpr,exceeds_noise
rf,fixed,1.5,0.5,1.05365202140995,5,0.04217,0.008923939012566145,0.01595201426602899,0.02622825369824955,0.01482329764462768,0.004497682586038158,True
rf,recalibrated,0.0,0.005,0.01060213354774478,5,2.4999999999999327e-05,0.0003368048396326875,0.028856285969036242,0.033677737693256285,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.0,0.01,0.010494820840572301,5,4.4999999999999556e-05,0.0006253499020548417,0.017913593256059034,0.033316441470061596,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.0,0.02,0.010353908058669519,5,0.0002949999999999998,0.0004277119357698592,-0.000794358433979081,0.035412134460405705,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.0,0.05,0.01043168219051888,5,0.0001349999999999997,0.0006859300255857009,-0.033541379589851636,0.05049874114414614,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.0,0.1,0.01052298411922124,5,0.0003449999999999995,0.00048198807039178895,-0.06024154980951606,0.03530259141427496,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.0,0.2,0.011071405657643599,5,0.00036999999999999983,0.0004751315607281842,-0.13988814136337843,0.015396069281344384,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,0.0,0.5,0.01079352064720268,5,0.00037499999999999963,0.00045689167206242656,-0.2816730161303396,0.03800513778042382,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,0.01,0.005,0.014301275655447398,5,0.0001599999999999994,0.0005334439989352215,0.02580854340601446,0.05049338045546621,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.01,0.01,0.01428035207804056,5,0.00017999999999999925,0.0003894707947972483,0.037237578017346194,0.03186455060913835,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.01,0.02,0.013824327365341098,5,0.00014499999999999965,0.0006418722614352489,-0.018140552808624456,0.0287397818264031,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.01,0.05,0.013948018330317979,5,0.0003049999999999997,0.0005269013190342195,-0.004263597308908152,0.03724304199341185,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.01,0.1,0.013918432479111897,5,-0.0004450000000000001,0.0009955212202660479,-0.0032747021155872247,0.04400620114883218,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.01,0.2,0.01438114403506926,5,0.0002249999999999995,0.0005329751401331959,-0.05341655183594061,0.07927795621699643,0.0006087658978354052,0.030293837226850393,False
